datetimeUTC,USGS:05320270:00060:00003,USGS:05320270:00060:00003_qualifiers
1996-06-18 00:00:00+00:00,397.0,A
1996-06-19 00:00:00+00:00,393.0,A
1996-06-20 00:00:00+00:00,404.0,A
1996-06-21 00:00:00+00:00,406.0,A
1996-06-22 00:00:00+00:00,364.0,A
1996-06-23 00:00:00+00:00,310.0,A
1996-06-24 00:00:00+00:00,256.0,A
1996-06-25 00:00:00+00:00,207.0,A
1996-06-26 00:00:00+00:00,169.0,A
1996-06-27 00:00:00+00:00,140.0,A
1996-06-28 00:00:00+00:00,120.0,A
1996-06-29 00:00:00+00:00,105.0,A
1996-06-30 00:00:00+00:00,92.0,A
1996-07-01 00:00:00+00:00,82.0,A
1996-07-02 00:00:00+00:00,74.0,A
1996-07-03 00:00:00+00:00,66.0,A
1996-07-04 00:00:00+00:00,59.0,A
1996-07-05 00:00:00+00:00,53.0,A
1996-07-06 00:00:00+00:00,50.0,"A,e"
1996-07-07 00:00:00+00:00,47.0,"A,e"
1996-07-08 00:00:00+00:00,45.0,"A,e"
1996-07-09 00:00:00+00:00,42.0,"A,e"
1996-07-10 00:00:00+00:00,35.0,A
1996-07-11 00:00:00+00:00,32.0,A
1996-07-12 00:00:00+00:00,30.0,A
1996-07-13 00:00:00+00:00,27.0,A
1996-07-14 00:00:00+00:00,25.0,A
1996-07-15 00:00:00+00:00,22.0,A
1996-07-16 00:00:00+00:00,20.0,A
1996-07-17 00:00:00+00:00,18.0,"A,e"
1996-07-18 00:00:00+00:00,17.0,"A,e"
1996-07-19 00:00:00+00:00,16.0,"A,e"
1996-07-20 00:00:00+00:00,15.0,"A,e"
1996-07-21 00:00:00+00:00,13.0,"A,e"
1996-07-22 00:00:00+00:00,12.0,"A,e"
1996-07-23 00:00:00+00:00,11.0,"A,e"
1996-07-24 00:00:00+00:00,10.0,"A,e"
1996-07-25 00:00:00+00:00,9.2,"A,e"
1996-07-26 00:00:00+00:00,8.5,"A,e"
1996-07-27 00:00:00+00:00,8.0,"A,e"
1996-07-28 00:00:00+00:00,8.0,"A,e"
1996-07-29 00:00:00+00:00,8.2,"A,e"
1996-07-30 00:00:00+00:00,8.5,"A,e"
1996-07-31 00:00:00+00:00,8.6,"A,e"
1996-08-01 00:00:00+00:00,8.4,"A,e"
1996-08-02 00:00:00+00:00,7.8,"A,e"
1996-08-03 00:00:00+00:00,7.5,"A,e"
1996-08-04 00:00:00+00:00,7.0,"A,e"
1996-08-05 00:00:00+00:00,8.5,"A,e"
1996-08-06 00:00:00+00:00,10.0,"A,e"
1996-08-07 00:00:00+00:00,12.0,"A,e"
1996-08-08 00:00:00+00:00,15.0,"A,e"
1996-08-09 00:00:00+00:00,19.0,"A,e"
1996-08-10 00:00:00+00:00,38.0,A
1996-08-11 00:00:00+00:00,48.0,A
1996-08-12 00:00:00+00:00,30.0,A
1996-08-13 00:00:00+00:00,23.0,A
1996-08-14 00:00:00+00:00,16.0,A
1996-08-15 00:00:00+00:00,12.0,A
1996-08-16 00:00:00+00:00,9.7,A
1996-08-17 00:00:00+00:00,8.0,A
1996-08-18 00:00:00+00:00,6.7,A
1996-08-19 00:00:00+00:00,11.0,A
1996-08-20 00:00:00+00:00,24.0,A
1996-08-21 00:00:00+00:00,12.0,A
1996-08-22 00:00:00+00:00,25.0,A
1996-08-23 00:00:00+00:00,32.0,A
1996-08-24 00:00:00+00:00,24.0,A
1996-08-25 00:00:00+00:00,17.0,A
1996-08-26 00:00:00+00:00,111.0,A
1996-08-27 00:00:00+00:00,141.0,A
1996-08-28 00:00:00+00:00,115.0,A
1996-08-29 00:00:00+00:00,94.0,A
1996-08-30 00:00:00+00:00,70.0,A
1996-08-31 00:00:00+00:00,54.0,A
1996-09-01 00:00:00+00:00,44.0,A
1996-09-02 00:00:00+00:00,36.0,A
1996-09-03 00:00:00+00:00,30.0,A
1996-09-04 00:00:00+00:00,25.0,A
1996-09-05 00:00:00+00:00,20.0,A
1996-09-06 00:00:00+00:00,17.0,A
1996-09-07 00:00:00+00:00,14.0,A
1996-09-08 00:00:00+00:00,12.0,A
1996-09-09 00:00:00+00:00,11.0,A
1996-09-10 00:00:00+00:00,9.6,A
1996-09-11 00:00:00+00:00,8.4,A
1996-09-12 00:00:00+00:00,7.4,A
1996-09-13 00:00:00+00:00,6.8,A
1996-09-14 00:00:00+00:00,6.4,A
1996-09-15 00:00:00+00:00,5.3,A
1996-09-16 00:00:00+00:00,6.8,A
1996-09-17 00:00:00+00:00,4.1,A
1996-09-18 00:00:00+00:00,3.3,A
1996-09-19 00:00:00+00:00,3.1,A
1996-09-20 00:00:00+00:00,4.4,A
1996-09-21 00:00:00+00:00,3.9,A
1996-09-22 00:00:00+00:00,3.9,A
1996-09-23 00:00:00+00:00,3.4,A
1996-09-24 00:00:00+00:00,3.0,A
1996-09-25 00:00:00+00:00,2.5,A
1996-09-26 00:00:00+00:00,3.5,A
1996-09-27 00:00:00+00:00,3.3,A
1996-09-28 00:00:00+00:00,3.1,A
1996-09-29 00:00:00+00:00,3.0,A
1996-09-30 00:00:00+00:00,2.6,A
1996-10-01 00:00:00+00:00,2.3,A
1996-10-02 00:00:00+00:00,1.6,A
1996-10-03 00:00:00+00:00,1.3,A
1996-10-04 00:00:00+00:00,2.0,A
1996-10-05 00:00:00+00:00,2.8,A
1996-10-06 00:00:00+00:00,2.2,A
1996-10-07 00:00:00+00:00,1.9,A
1996-10-08 00:00:00+00:00,1.9,A
1996-10-09 00:00:00+00:00,2.4,A
1996-10-10 00:00:00+00:00,2.7,A
1996-10-11 00:00:00+00:00,2.5,A
1996-10-12 00:00:00+00:00,2.3,A
1996-10-13 00:00:00+00:00,2.3,A
1996-10-14 00:00:00+00:00,2.3,A
1996-10-15 00:00:00+00:00,2.3,A
1996-10-16 00:00:00+00:00,2.3,A
1996-10-17 00:00:00+00:00,3.9,A
1996-10-18 00:00:00+00:00,3.9,A
1996-10-19 00:00:00+00:00,3.9,A
1996-10-20 00:00:00+00:00,3.7,A
1996-10-21 00:00:00+00:00,3.2,A
1996-10-22 00:00:00+00:00,3.4,A
1996-10-23 00:00:00+00:00,5.8,A
1996-10-24 00:00:00+00:00,12.0,A
1996-10-25 00:00:00+00:00,19.0,A
1996-10-26 00:00:00+00:00,20.0,A
1996-10-27 00:00:00+00:00,16.0,A
1996-10-28 00:00:00+00:00,14.0,A
1996-10-29 00:00:00+00:00,13.0,A
1996-10-30 00:00:00+00:00,15.0,A
1996-10-31 00:00:00+00:00,21.0,A
1996-11-01 00:00:00+00:00,21.0,"A,e"
1996-11-02 00:00:00+00:00,21.0,"A,e"
1996-11-03 00:00:00+00:00,21.0,"A,e"
1996-11-04 00:00:00+00:00,22.0,A
1996-11-05 00:00:00+00:00,22.0,A
1996-11-06 00:00:00+00:00,24.0,A
1996-11-07 00:00:00+00:00,29.0,A
1996-11-08 00:00:00+00:00,29.0,A
1996-11-09 00:00:00+00:00,28.0,A
1996-11-10 00:00:00+00:00,26.0,A
1996-11-11 00:00:00+00:00,24.0,"A,e"
1996-11-12 00:00:00+00:00,24.0,"A,e"
1996-11-13 00:00:00+00:00,24.0,"A,e"
1996-11-14 00:00:00+00:00,24.0,"A,e"
1996-11-15 00:00:00+00:00,23.0,A
1996-11-16 00:00:00+00:00,37.0,A
1996-11-17 00:00:00+00:00,101.0,A
1996-11-18 00:00:00+00:00,134.0,A
1996-11-19 00:00:00+00:00,160.0,A
1996-11-20 00:00:00+00:00,195.0,A
1996-11-21 00:00:00+00:00,277.0,A
1996-11-22 00:00:00+00:00,255.0,A
1996-11-23 00:00:00+00:00,161.0,A
1996-11-24 00:00:00+00:00,165.0,A
1996-11-25 00:00:00+00:00,162.0,A
1996-11-26 00:00:00+00:00,153.0,"A,e"
1996-11-27 00:00:00+00:00,142.0,"A,e"
1996-11-28 00:00:00+00:00,129.0,A
1996-11-29 00:00:00+00:00,116.0,A
1996-11-30 00:00:00+00:00,141.0,A
1996-12-01 00:00:00+00:00,158.0,A
1996-12-02 00:00:00+00:00,145.0,A
1996-12-03 00:00:00+00:00,138.0,"A,e"
1996-12-04 00:00:00+00:00,130.0,"A,e"
1996-12-05 00:00:00+00:00,123.0,"A,e"
1996-12-06 00:00:00+00:00,115.0,"A,e"
1996-12-07 00:00:00+00:00,105.0,"A,e"
1996-12-08 00:00:00+00:00,93.0,"A,e"
1996-12-09 00:00:00+00:00,86.0,"A,e"
1996-12-10 00:00:00+00:00,76.0,"A,e"
1996-12-11 00:00:00+00:00,65.0,"A,e"
1996-12-12 00:00:00+00:00,54.0,"A,e"
1996-12-13 00:00:00+00:00,45.0,"A,e"
1996-12-14 00:00:00+00:00,34.0,"A,e"
1996-12-15 00:00:00+00:00,28.0,A
1996-12-16 00:00:00+00:00,21.0,"A,e"
1996-12-17 00:00:00+00:00,21.0,"A,e"
1996-12-18 00:00:00+00:00,19.0,"A,e"
1996-12-19 00:00:00+00:00,18.0,"A,e"
1996-12-20 00:00:00+00:00,17.0,"A,e"
1996-12-21 00:00:00+00:00,17.0,"A,e"
1996-12-22 00:00:00+00:00,17.0,"A,e"
1996-12-23 00:00:00+00:00,17.0,"A,e"
1996-12-24 00:00:00+00:00,16.0,"A,e"
1996-12-25 00:00:00+00:00,16.0,"A,e"
1996-12-26 00:00:00+00:00,16.0,"A,e"
1996-12-27 00:00:00+00:00,16.0,"A,e"
1996-12-28 00:00:00+00:00,16.0,"A,e"
1996-12-29 00:00:00+00:00,17.0,"A,e"
1996-12-30 00:00:00+00:00,18.0,"A,e"
1996-12-31 00:00:00+00:00,18.0,"A,e"
1997-01-01 00:00:00+00:00,19.0,"A,e"
1997-01-02 00:00:00+00:00,19.0,"A,e"
1997-01-03 00:00:00+00:00,20.0,"A,e"
1997-01-04 00:00:00+00:00,20.0,"A,e"
1997-01-05 00:00:00+00:00,21.0,"A,e"
1997-01-06 00:00:00+00:00,21.0,"A,e"
1997-01-07 00:00:00+00:00,21.0,"A,e"
1997-01-08 00:00:00+00:00,21.0,"A,e"
1997-01-09 00:00:00+00:00,21.0,"A,e"
1997-01-10 00:00:00+00:00,20.0,"A,e"
1997-01-11 00:00:00+00:00,20.0,"A,e"
1997-01-12 00:00:00+00:00,20.0,"A,e"
1997-01-13 00:00:00+00:00,20.0,"A,e"
1997-01-14 00:00:00+00:00,19.0,"A,e"
1997-01-15 00:00:00+00:00,19.0,"A,e"
1997-01-16 00:00:00+00:00,18.0,"A,e"
1997-01-17 00:00:00+00:00,18.0,"A,e"
1997-01-18 00:00:00+00:00,18.0,"A,e"
1997-01-19 00:00:00+00:00,18.0,"A,e"
1997-01-20 00:00:00+00:00,18.0,"A,e"
1997-01-21 00:00:00+00:00,18.0,"A,e"
1997-01-22 00:00:00+00:00,17.0,"A,e"
1997-01-23 00:00:00+00:00,17.0,"A,e"
1997-01-24 00:00:00+00:00,17.0,"A,e"
1997-01-25 00:00:00+00:00,16.0,"A,e"
1997-01-26 00:00:00+00:00,16.0,"A,e"
1997-01-27 00:00:00+00:00,15.0,"A,e"
1997-01-28 00:00:00+00:00,14.0,"A,e"
1997-01-29 00:00:00+00:00,14.0,"A,e"
1997-01-30 00:00:00+00:00,14.0,"A,e"
1997-01-31 00:00:00+00:00,14.0,"A,e"
1997-02-01 00:00:00+00:00,14.0,"A,e"
1997-02-02 00:00:00+00:00,13.0,"A,e"
1997-02-03 00:00:00+00:00,13.0,"A,e"
1997-02-04 00:00:00+00:00,13.0,"A,e"
1997-02-05 00:00:00+00:00,13.0,"A,e"
1997-02-06 00:00:00+00:00,12.0,"A,e"
1997-02-07 00:00:00+00:00,12.0,"A,e"
1997-02-08 00:00:00+00:00,12.0,"A,e"
1997-02-09 00:00:00+00:00,12.0,"A,e"
1997-02-10 00:00:00+00:00,12.0,"A,e"
1997-02-11 00:00:00+00:00,11.0,"A,e"
1997-02-12 00:00:00+00:00,11.0,"A,e"
1997-02-13 00:00:00+00:00,11.0,"A,e"
1997-02-14 00:00:00+00:00,11.0,"A,e"
1997-02-15 00:00:00+00:00,11.0,"A,e"
1997-02-16 00:00:00+00:00,11.0,"A,e"
1997-02-17 00:00:00+00:00,12.0,"A,e"
1997-02-18 00:00:00+00:00,15.0,"A,e"
1997-02-19 00:00:00+00:00,18.0,"A,e"
1997-02-20 00:00:00+00:00,20.0,"A,e"
1997-02-21 00:00:00+00:00,24.0,"A,e"
1997-02-22 00:00:00+00:00,29.0,"A,e"
1997-02-23 00:00:00+00:00,30.0,"A,e"
1997-02-24 00:00:00+00:00,32.0,"A,e"
1997-02-25 00:00:00+00:00,32.0,"A,e"
1997-02-26 00:00:00+00:00,35.0,"A,e"
1997-02-27 00:00:00+00:00,37.0,"A,e"
1997-02-28 00:00:00+00:00,40.0,"A,e"
1997-03-01 00:00:00+00:00,44.0,"A,e"
1997-03-02 00:00:00+00:00,50.0,"A,e"
1997-03-03 00:00:00+00:00,58.0,"A,e"
1997-03-04 00:00:00+00:00,63.0,"A,e"
1997-03-05 00:00:00+00:00,64.0,"A,e"
1997-03-06 00:00:00+00:00,65.0,"A,e"
1997-03-07 00:00:00+00:00,66.0,"A,e"
1997-03-08 00:00:00+00:00,70.0,"A,e"
1997-03-09 00:00:00+00:00,87.0,"A,e"
1997-03-10 00:00:00+00:00,105.0,"A,e"
1997-03-11 00:00:00+00:00,130.0,"A,e"
1997-03-12 00:00:00+00:00,159.0,"A,e"
1997-03-13 00:00:00+00:00,195.0,"A,e"
1997-03-14 00:00:00+00:00,210.0,"A,e"
1997-03-15 00:00:00+00:00,215.0,"A,e"
1997-03-16 00:00:00+00:00,216.0,"A,e"
1997-03-17 00:00:00+00:00,227.0,"A,e"
1997-03-18 00:00:00+00:00,260.0,"A,e"
1997-03-19 00:00:00+00:00,344.0,"A,e"
1997-03-20 00:00:00+00:00,405.0,"A,e"
1997-03-21 00:00:00+00:00,500.0,"A,e"
1997-03-22 00:00:00+00:00,610.0,"A,e"
1997-03-23 00:00:00+00:00,690.0,"A,e"
1997-03-24 00:00:00+00:00,688.0,A
1997-03-25 00:00:00+00:00,595.0,A
1997-03-26 00:00:00+00:00,499.0,A
1997-03-27 00:00:00+00:00,453.0,A
1997-03-28 00:00:00+00:00,430.0,A
1997-03-29 00:00:00+00:00,405.0,A
1997-03-30 00:00:00+00:00,380.0,A
1997-03-31 00:00:00+00:00,340.0,A
1997-04-01 00:00:00+00:00,302.0,A
1997-04-02 00:00:00+00:00,266.0,A
1997-04-03 00:00:00+00:00,235.0,A
1997-04-04 00:00:00+00:00,209.0,A
1997-04-05 00:00:00+00:00,195.0,A
1997-04-06 00:00:00+00:00,209.0,A
1997-04-07 00:00:00+00:00,202.0,A
1997-04-08 00:00:00+00:00,189.0,A
1997-04-09 00:00:00+00:00,175.0,A
1997-04-10 00:00:00+00:00,171.0,A
1997-04-11 00:00:00+00:00,160.0,A
1997-04-12 00:00:00+00:00,145.0,A
1997-04-13 00:00:00+00:00,133.0,A
1997-04-14 00:00:00+00:00,124.0,A
1997-04-15 00:00:00+00:00,115.0,A
1997-04-16 00:00:00+00:00,109.0,A
1997-04-17 00:00:00+00:00,104.0,A
1997-04-18 00:00:00+00:00,100.0,A
1997-04-19 00:00:00+00:00,97.0,A
1997-04-20 00:00:00+00:00,95.0,A
1997-04-21 00:00:00+00:00,91.0,A
1997-04-22 00:00:00+00:00,88.0,A
1997-04-23 00:00:00+00:00,84.0,A
1997-04-24 00:00:00+00:00,80.0,A
1997-04-25 00:00:00+00:00,75.0,A
1997-04-26 00:00:00+00:00,70.0,A
1997-04-27 00:00:00+00:00,66.0,A
1997-04-28 00:00:00+00:00,64.0,A
1997-04-29 00:00:00+00:00,62.0,A
1997-04-30 00:00:00+00:00,58.0,A
1997-05-01 00:00:00+00:00,55.0,A
1997-05-02 00:00:00+00:00,54.0,A
1997-05-03 00:00:00+00:00,56.0,A
1997-05-04 00:00:00+00:00,59.0,A
1997-05-05 00:00:00+00:00,60.0,A
1997-05-06 00:00:00+00:00,61.0,A
1997-05-07 00:00:00+00:00,61.0,A
1997-05-08 00:00:00+00:00,67.0,A
1997-05-09 00:00:00+00:00,83.0,A
1997-05-10 00:00:00+00:00,87.0,A
1997-05-11 00:00:00+00:00,88.0,A
1997-05-12 00:00:00+00:00,87.0,A
1997-05-13 00:00:00+00:00,84.0,A
1997-05-14 00:00:00+00:00,83.0,A
1997-05-15 00:00:00+00:00,79.0,A
1997-05-16 00:00:00+00:00,73.0,A
1997-05-17 00:00:00+00:00,67.0,A
1997-05-18 00:00:00+00:00,62.0,A
1997-05-19 00:00:00+00:00,58.0,A
1997-05-20 00:00:00+00:00,53.0,A
1997-05-21 00:00:00+00:00,48.0,A
1997-05-22 00:00:00+00:00,45.0,A
1997-05-23 00:00:00+00:00,42.0,A
1997-05-24 00:00:00+00:00,105.0,A
1997-05-25 00:00:00+00:00,188.0,A
1997-05-26 00:00:00+00:00,203.0,A
1997-05-27 00:00:00+00:00,242.0,A
1997-05-28 00:00:00+00:00,282.0,A
1997-05-29 00:00:00+00:00,290.0,A
1997-05-30 00:00:00+00:00,268.0,A
1997-05-31 00:00:00+00:00,240.0,A
1997-06-01 00:00:00+00:00,219.0,A
1997-06-02 00:00:00+00:00,196.0,A
1997-06-03 00:00:00+00:00,172.0,A
1997-06-04 00:00:00+00:00,151.0,A
1997-06-05 00:00:00+00:00,134.0,A
1997-06-06 00:00:00+00:00,121.0,A
1997-06-07 00:00:00+00:00,111.0,A
1997-06-08 00:00:00+00:00,102.0,A
1997-06-09 00:00:00+00:00,95.0,A
1997-06-10 00:00:00+00:00,88.0,A
1997-06-11 00:00:00+00:00,82.0,A
1997-06-12 00:00:00+00:00,76.0,A
1997-06-13 00:00:00+00:00,69.0,A
1997-06-14 00:00:00+00:00,62.0,A
1997-06-15 00:00:00+00:00,57.0,A
1997-06-16 00:00:00+00:00,53.0,A
1997-06-17 00:00:00+00:00,48.0,A
1997-06-18 00:00:00+00:00,45.0,A
1997-06-19 00:00:00+00:00,43.0,A
1997-06-20 00:00:00+00:00,41.0,A
1997-06-21 00:00:00+00:00,47.0,A
1997-06-22 00:00:00+00:00,45.0,A
1997-06-23 00:00:00+00:00,62.0,A
1997-06-24 00:00:00+00:00,71.0,A
1997-06-25 00:00:00+00:00,77.0,A
1997-06-26 00:00:00+00:00,84.0,A
1997-06-27 00:00:00+00:00,85.0,A
1997-06-28 00:00:00+00:00,85.0,A
1997-06-29 00:00:00+00:00,166.0,A
1997-06-30 00:00:00+00:00,221.0,A
1997-07-01 00:00:00+00:00,198.0,A
1997-07-02 00:00:00+00:00,181.0,A
1997-07-03 00:00:00+00:00,162.0,A
1997-07-04 00:00:00+00:00,140.0,A
1997-07-05 00:00:00+00:00,122.0,A
1997-07-06 00:00:00+00:00,108.0,A
1997-07-07 00:00:00+00:00,100.0,A
1997-07-08 00:00:00+00:00,96.0,A
1997-07-09 00:00:00+00:00,91.0,A
1997-07-10 00:00:00+00:00,84.0,A
1997-07-11 00:00:00+00:00,79.0,A
1997-07-12 00:00:00+00:00,71.0,A
1997-07-13 00:00:00+00:00,71.0,A
1997-07-14 00:00:00+00:00,102.0,A
1997-07-15 00:00:00+00:00,134.0,A
1997-07-16 00:00:00+00:00,162.0,A
1997-07-17 00:00:00+00:00,188.0,A
1997-07-18 00:00:00+00:00,187.0,A
1997-07-19 00:00:00+00:00,173.0,A
1997-07-20 00:00:00+00:00,159.0,A
1997-07-21 00:00:00+00:00,144.0,A
1997-07-22 00:00:00+00:00,140.0,A
1997-07-23 00:00:00+00:00,137.0,A
1997-07-24 00:00:00+00:00,119.0,A
1997-07-25 00:00:00+00:00,123.0,A
1997-07-26 00:00:00+00:00,128.0,A
1997-07-27 00:00:00+00:00,130.0,A
1997-07-28 00:00:00+00:00,132.0,A
1997-07-29 00:00:00+00:00,122.0,A
1997-07-30 00:00:00+00:00,111.0,A
1997-07-31 00:00:00+00:00,100.0,A
1997-08-01 00:00:00+00:00,91.0,A
1997-08-02 00:00:00+00:00,83.0,A
1997-08-03 00:00:00+00:00,71.0,A
1997-08-04 00:00:00+00:00,60.0,A
1997-08-05 00:00:00+00:00,50.0,A
1997-08-06 00:00:00+00:00,47.0,A
1997-08-07 00:00:00+00:00,42.0,A
1997-08-08 00:00:00+00:00,38.0,A
1997-08-09 00:00:00+00:00,32.0,A
1997-08-10 00:00:00+00:00,28.0,A
1997-08-11 00:00:00+00:00,25.0,A
1997-08-12 00:00:00+00:00,24.0,A
1997-08-13 00:00:00+00:00,24.0,A
1997-08-14 00:00:00+00:00,23.0,A
1997-08-15 00:00:00+00:00,28.0,A
1997-08-16 00:00:00+00:00,41.0,A
1997-08-17 00:00:00+00:00,41.0,A
1997-08-18 00:00:00+00:00,37.0,A
1997-08-19 00:00:00+00:00,35.0,A
1997-08-20 00:00:00+00:00,34.0,A
1997-08-21 00:00:00+00:00,32.0,A
1997-08-22 00:00:00+00:00,30.0,A
1997-08-23 00:00:00+00:00,26.0,A
1997-08-24 00:00:00+00:00,23.0,A
1997-08-25 00:00:00+00:00,19.0,"A,e"
1997-08-26 00:00:00+00:00,18.0,"A,e"
1997-08-27 00:00:00+00:00,17.0,"A,e"
1997-08-28 00:00:00+00:00,17.0,"A,e"
1997-08-29 00:00:00+00:00,17.0,"A,e"
1997-08-30 00:00:00+00:00,22.0,A
1997-08-31 00:00:00+00:00,36.0,A
1997-09-01 00:00:00+00:00,35.0,A
1997-09-02 00:00:00+00:00,29.0,A
1997-09-03 00:00:00+00:00,23.0,A
1997-09-04 00:00:00+00:00,21.0,"A,e"
1997-09-05 00:00:00+00:00,20.0,"A,e"
1997-09-06 00:00:00+00:00,19.0,"A,e"
1997-09-07 00:00:00+00:00,18.0,"A,e"
1997-09-08 00:00:00+00:00,18.0,"A,e"
1997-09-09 00:00:00+00:00,18.0,"A,e"
1997-09-10 00:00:00+00:00,17.0,"A,e"
1997-09-11 00:00:00+00:00,17.0,"A,e"
1997-09-12 00:00:00+00:00,17.0,"A,e"
1997-09-13 00:00:00+00:00,17.0,"A,e"
1997-09-14 00:00:00+00:00,17.0,"A,e"
1997-09-15 00:00:00+00:00,17.0,"A,e"
1997-09-16 00:00:00+00:00,17.0,"A,e"
1997-09-17 00:00:00+00:00,18.0,"A,e"
1997-09-18 00:00:00+00:00,17.0,"A,e"
1997-09-19 00:00:00+00:00,16.0,"A,e"
1997-09-20 00:00:00+00:00,15.0,"A,e"
1997-09-21 00:00:00+00:00,15.0,"A,e"
1997-09-22 00:00:00+00:00,14.0,"A,e"
1997-09-23 00:00:00+00:00,14.0,"A,e"
1997-09-24 00:00:00+00:00,13.0,"A,e"
1997-09-25 00:00:00+00:00,13.0,"A,e"
1997-09-26 00:00:00+00:00,13.0,"A,e"
1997-09-27 00:00:00+00:00,13.0,"A,e"
1997-09-28 00:00:00+00:00,12.0,"A,e"
1997-09-29 00:00:00+00:00,12.0,"A,e"
1997-09-30 00:00:00+00:00,12.0,"A,e"
1997-10-01 00:00:00+00:00,12.0,"A,e"
1997-10-02 00:00:00+00:00,12.0,"A,e"
1997-10-03 00:00:00+00:00,12.0,"A,e"
1997-10-04 00:00:00+00:00,12.0,"A,e"
1997-10-05 00:00:00+00:00,11.0,"A,e"
1997-10-06 00:00:00+00:00,11.0,"A,e"
1997-10-07 00:00:00+00:00,11.0,"A,e"
1997-10-08 00:00:00+00:00,11.0,"A,e"
1997-10-09 00:00:00+00:00,11.0,"A,e"
1997-10-10 00:00:00+00:00,11.0,"A,e"
1997-10-11 00:00:00+00:00,10.0,"A,e"
1997-10-12 00:00:00+00:00,10.0,"A,e"
1997-10-13 00:00:00+00:00,20.0,"A,e"
1997-10-14 00:00:00+00:00,43.0,A
1997-10-15 00:00:00+00:00,52.0,A
1997-10-16 00:00:00+00:00,49.0,A
1997-10-17 00:00:00+00:00,44.0,A
1997-10-18 00:00:00+00:00,41.0,A
1997-10-19 00:00:00+00:00,39.0,A
1997-10-20 00:00:00+00:00,37.0,A
1997-10-21 00:00:00+00:00,33.0,A
